id,setup,mode,group,arm,dataset,model,optimizer,loss,alpha,n_train,hidden_width,weight_decay,lr,seed,num_clients,local_epochs,fraction_train,partition,dirichlet_alpha,strategy,server_lr,proximal_mu,num_rounds,epochs,grok_threshold,t_memo,t_first_cross,t_grok,grokked,peak_train_acc,final_acc,steps_run,axis,path,step_a,step_b,barrier_train_loss,barrier_rel,min_test_acc_path,min_test_acc_lambda,test_acc_mid,test_acc_start,test_acc_end,train_loss_start,train_loss_end
cent_64a60371563f,D,centralized,d_internals,,s5,groknet,adamw,ce,0.325,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,250,17750,17750,True,100.0,98.24073910713196,40000.0,centralised,memo_to_end,500.0,40000.0,1.8372730557553951,35.32956305028187,1.3271604776382446,0.0,29.310699462890625,1.3271604776382446,98.24073791503906,0.10400096327066422,6.723048045387259e-06
cent_64a60371563f,D,centralized,d_internals,,s5,groknet,adamw,ce,0.325,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,250,17750,17750,True,100.0,98.24073910713196,40000.0,centralised,init_to_end,0.0,40000.0,0.9263625479812165,0.3869910346949704,0.7407407164573669,0.0,97.41769409179688,0.7407407164573669,98.24073791503906,4.7875075340271,6.723048045387259e-06
cent_64f2a02b4460,D,centralized,d_internals,,s5,groknet,adamw,ce,0.55,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,1425,3625,True,100.0,100.0,40000.0,centralised,memo_to_end,500.0,40000.0,1.7274455138383928,33.70214542857858,27.422840118408203,0.2,63.71914291381836,28.132719039916992,100.0,0.10250502079725266,7.4745867095771246e-06
cent_64f2a02b4460,D,centralized,d_internals,,s5,groknet,adamw,ce,0.55,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,1425,3625,True,100.0,100.0,40000.0,centralised,init_to_end,0.0,40000.0,0.9234599577887823,0.38578029019627363,0.7561728954315186,0.0,100.0,0.7561728954315186,100.0,4.787484169006348,7.4745867095771246e-06
cent_6691a1b84d60,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,400,200,0.1,0.001,123,,,,,,,,,,80000,90.0,320,inf,inf,False,100.0,86.4799976348877,80000.0,centralised,init_to_end,0.0,80000.0,0.0,0.0,9.779999732971191,0.0,28.15999984741211,9.779999732971191,86.47999572753906,593.2901000976562,2.091355054290034e-05
cent_66ea0ef834e1,D,centralized,d_internals,,s5,groknet,adamw,ce,0.425,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,275,10750,10750,True,100.0,99.84299540519714,40000.0,centralised,memo_to_end,500.0,40000.0,1.8787336378738473,34.62484926562172,5.0241546630859375,0.0,40.772945404052734,5.0241546630859375,99.8429946899414,0.10851225256919861,7.130343419703422e-06
cent_66ea0ef834e1,D,centralized,d_internals,,s5,groknet,adamw,ce,0.425,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,275,10750,10750,True,100.0,99.84299540519714,40000.0,centralised,init_to_end,0.0,40000.0,0.9275199003104264,0.3874749526253878,0.8574878573417664,0.0,99.5772933959961,0.8574878573417664,99.8429946899414,4.787501811981201,7.130343419703422e-06
cent_693be319340b,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.008,1000,256,1.0,0.001,123,,,,,,,,,,400000,85.0,800,inf,inf,False,99.99999403953552,0.6300315260887146,400000.0,centralised,init_to_end,0.0,400000.0,1.9003446594528839,0.7931708031215433,0.5600280165672302,0.9,0.8120406270027161,0.938046932220459,0.6300315260887146,4.791766166687012,3.783598572226765e-07
cent_6aead928e846,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,11825,11825,True,100.0,99.79166388511658,40000.0,centralised,memo_to_end,500.0,40000.0,1.878446846557199,35.23324112029463,4.3634257316589355,0.0,39.328704833984375,4.3634257316589355,99.79166412353516,0.10662221908569336,7.020054908934981e-06
cent_6aead928e846,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,11825,11825,True,100.0,99.79166388511658,40000.0,centralised,init_to_end,0.0,40000.0,0.9269346634690012,0.38723078518432213,0.8449074029922485,0.0,99.42129516601562,0.8449074029922485,99.79166412353516,4.7874979972839355,7.020054908934981e-06
cent_6b659296f8e7,D,centralized,d_internals,,s5,groknet,adamw,ce,0.425,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,11275,11275,True,100.0,99.83091354370117,40000.0,centralised,memo_to_end,500.0,40000.0,1.8189824246770514,33.55506422490629,5.869565010070801,0.0,43.562801361083984,5.869565010070801,99.83091735839844,0.10841062664985657,7.131843176466646e-06
cent_6b659296f8e7,D,centralized,d_internals,,s5,groknet,adamw,ce,0.425,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,11275,11275,True,100.0,99.83091354370117,40000.0,centralised,init_to_end,0.0,40000.0,0.9279379429970964,0.38765117443676844,0.785024106502533,0.0,99.69806671142578,0.785024106502533,99.83091735839844,4.787482261657715,7.131843176466646e-06
cent_6d2ff65f3ec0,D,centralized,d_internals,,s5,groknet,adamw,ce,0.35,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,250,16525,16525,True,100.0,98.93162250518799,40000.0,centralised,memo_to_end,500.0,40000.0,1.9894802419634288,37.45857361205306,1.826923131942749,0.1,29.52991485595703,1.8376069068908691,98.93162536621094,0.10621608793735504,6.869859589642147e-06
cent_6d2ff65f3ec0,D,centralized,d_internals,,s5,groknet,adamw,ce,0.35,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,250,16525,16525,True,100.0,98.93162250518799,40000.0,centralised,init_to_end,0.0,40000.0,0.9327051533975919,0.3896420255432824,0.8440171480178833,0.0,98.29059600830078,0.8440171480178833,98.93162536621094,4.7874908447265625,6.869859589642147e-06
cent_6f1ba836d1e7,D,centralized,d_internals,,s5,groknet,adamw,ce,0.25,1000,256,1.0,0.001,42,,,,,,,,,,150000,85.0,225,29525,29525,True,100.0,90.08333086967468,150000.0,centralised,init_to_end,0.0,150000.0,0.9275344005189257,0.3874808569456117,0.7592592239379883,0.0,87.90740966796875,0.7592592239379883,90.08332824707031,4.78750467300415,6.162139470688999e-06
cent_703572a5985d,D,centralized,d_internals,,s5,groknet,adamw,ce,0.375,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,250,13975,13975,True,100.0,98.31111431121826,40000.0,centralised,memo_to_end,500.0,40000.0,1.8820244263786663,34.964296917519626,2.444444417953491,0.0,33.622222900390625,2.444444417953491,98.31111145019531,0.10764701664447784,7.052923592709703e-06
cent_703572a5985d,D,centralized,d_internals,,s5,groknet,adamw,ce,0.375,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,250,13975,13975,True,100.0,98.31111431121826,40000.0,centralised,init_to_end,0.0,40000.0,0.9295564950390602,0.3883269143933295,0.8333333730697632,0.0,97.87777709960938,0.8333333730697632,98.31111145019531,4.787487506866455,7.052923592709703e-06
cent_75538f9fd66b,D,centralized,d_internals,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,21475,21475,True,100.0,96.33928537368774,40000.0,centralised,memo_to_end,500.0,40000.0,1.9350955708914626,38.847760192496615,1.0515873432159424,0.0,25.456350326538086,1.0515873432159424,96.33928680419922,0.09961798787117004,6.575362476723967e-06
cent_75538f9fd66b,D,centralized,d_internals,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,21475,21475,True,100.0,96.33928537368774,40000.0,centralised,init_to_end,0.0,40000.0,0.9317103686998509,0.3892260082295692,0.8730159401893616,0.0,95.29762268066406,0.8730159401893616,96.33928680419922,4.787496566772461,6.575362476723967e-06
cent_785c700dc164,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.04,1000,256,1.0,0.001,123,,,,,,,,,,400000,85.0,800,inf,inf,False,100.0,0.44126156717538834,400000.0,centralised,init_to_end,0.0,400000.0,2.04670564271521,0.8537762833288227,0.40509259700775146,0.9,0.7089120149612427,0.9476273059844971,0.44126155972480774,4.7944769859313965,6.370244136633119e-07
cent_791c45d6431f,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.08,1000,256,1.0,0.001,42,,,,,,,,,,400000,85.0,800,inf,inf,False,100.0,0.3925120923668146,400000.0,centralised,init_to_end,0.0,400000.0,2.457718238910457,1.0236607841346044,0.39251208305358887,1.0,0.7925724387168884,0.8605072498321533,0.39251208305358887,4.801763534545898,5.8078632719116285e-05
cent_7c0d2b551704,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,100,200,0.1,0.001,123,,,,,,,,,,80000,90.0,320,inf,inf,False,100.0,69.59999799728394,80000.0,centralised,init_to_end,0.0,80000.0,0.0,0.0,9.879999160766602,0.0,32.70000076293945,9.879999160766602,69.5999984741211,570.93603515625,1.2368539046292426e-06
cent_7cbe7cab72ae,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,275,9075,9075,True,100.0,99.89899396896362,40000.0,centralised,memo_to_end,500.0,40000.0,1.8115946172021722,33.93646868457291,8.88888931274414,0.0,48.459598541259766,8.88888931274414,99.89899444580078,0.1067565381526947,7.346684014919447e-06
cent_7cbe7cab72ae,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,275,9075,9075,True,100.0,99.89899396896362,40000.0,centralised,init_to_end,0.0,40000.0,0.9259620560961141,0.38682387012802916,0.8333333730697632,0.0,99.67172241210938,0.8333333730697632,99.89899444580078,4.787505149841309,7.346684014919447e-06
cent_80686a09c490,D,centralized,d_internals,,s5,groknet,adamw,ce,0.275,1000,256,1.0,0.001,123,,,,,,,,,,150000,85.0,225,23125,23125,True,100.0,94.54023241996765,150000.0,centralised,init_to_end,0.0,150000.0,0.9292111591921639,0.38818151167930265,0.8524904251098633,0.0,92.68199157714844,0.8524904251098633,94.54022979736328,4.787502288818359,6.292784746619873e-06
cent_81982c40f8db,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.08,1000,256,1.0,0.001,123,,,,,,,,,,400000,85.0,800,inf,inf,False,100.0,0.30193235725164413,400000.0,centralised,init_to_end,0.0,400000.0,2.3279588904891173,0.969929363045142,0.30193236470222473,1.0,0.7246376872062683,0.9812802076339722,0.30193236470222473,4.800261497497559,3.3036017157428432e-06
cent_81b0cc40271b,C,centralized,aggregation,cent_reduced,s5,transformer,adamw,ce,0.04,1000,256,1.0,0.001,456,,,,,,,,,,400000,85.0,800,inf,inf,False,100.0,0.29658565763384104,400000.0,centralised,init_to_end,0.0,400000.0,1.9473141639804794,0.8129563011750504,0.29658564925193787,1.0,0.5642361044883728,0.7595486044883728,0.29658564925193787,4.7906975746154785,6.736564728271333e-07
cent_86d6343243d8,D,centralized,d_internals,,s5,groknet,adamw,ce,0.575,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,1175,1175,True,100.0,99.98366236686707,40000.0,centralised,memo_to_end,500.0,40000.0,1.658527735648022,32.990794752661486,34.8856201171875,0.0,66.22549438476562,34.8856201171875,99.9836654663086,0.10053714364767075,7.735497092653532e-06
cent_86d6343243d8,D,centralized,d_internals,,s5,groknet,adamw,ce,0.575,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,275,1175,1175,True,100.0,99.98366236686707,40000.0,centralised,init_to_end,0.0,40000.0,0.9207372823934747,0.3846428188510867,0.7843137979507446,0.0,99.9836654663086,0.7843137979507446,99.9836654663086,4.787484645843506,7.735497092653532e-06
cent_884f70075b11,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,100,200,0.1,0.001,42,,,,,,,,,,80000,90.0,320,inf,inf,False,100.0,73.53999614715576,80000.0,centralised,init_to_end,0.0,80000.0,0.0,0.0,8.960000038146973,0.0,25.739999771118164,8.960000038146973,73.53999328613281,856.0154418945312,4.5102721557555014e-09
cent_889567bbc1b2,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,200,200,0.1,0.001,123,,,,,,,,,,80000,90.0,320,inf,inf,False,100.0,81.8399965763092,80000.0,centralised,init_to_end,0.0,80000.0,0.0,0.0,9.899999618530273,0.0,31.979999542236328,9.899999618530273,81.83999633789062,589.7821655273438,3.5071931847596716e-07
cent_8b47f62f51d4,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.15,1000,256,1.0,0.001,42,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,9.59150344133377,500000.0,centralised,init_to_end,0.0,500000.0,0.9369676810048082,0.391422972563739,0.7516340017318726,0.0,9.256536483764648,0.7516340017318726,9.591503143310547,4.787489414215088,5.171847988094669e-06
cent_8c21fc068b2c,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.006,1000,256,1.0,0.001,42,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,0.2095850184559822,500000.0,centralised,init_to_end,0.0,500000.0,0.8638820060466745,0.3608947334684029,0.16766799986362457,0.7000000000000001,0.1886265128850937,0.740533709526062,0.2095850110054016,4.787444591522217,1.3085289083392126e-06
cent_8c547aa1fd47,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,250,13000,13000,True,100.0,99.73379373550415,40000.0,centralised,memo_to_end,500.0,40000.0,1.8127973522354295,33.044447660315896,3.564814805984497,0.0,40.2430534362793,3.564814805984497,99.73379516601562,0.10971169173717499,7.0344385676435195e-06
cent_8c547aa1fd47,D,centralized,d_internals,,s5,groknet,adamw,ce,0.4,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,250,13000,13000,True,100.0,99.73379373550415,40000.0,centralised,init_to_end,0.0,40000.0,0.9265992995805394,0.3870918795604603,0.798611044883728,0.0,99.46759033203125,0.798611044883728,99.73379516601562,4.787483215332031,7.0344385676435195e-06
cent_8cd1bbdda9ff,E,centralized,aggregation,cent_reduced,mnist,mlp,adamw,mse,0.5,200,200,0.1,0.001,42,,,,,,,,,,80000,90.0,320,inf,inf,False,100.0,80.39999604225159,80000.0,centralised,init_to_end,0.0,80000.0,2.842170943040401e-14,6.752578447080795e-17,9.059999465942383,0.0,29.51999855041504,9.059999465942383,80.39999389648438,841.8031616210938,3.46139188422967e-08
cent_8d89dc0d3ea6,D,centralized,d_internals,,s5,groknet,adamw,ce,0.55,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,1300,4275,True,100.0,100.0,40000.0,centralised,memo_to_end,500.0,40000.0,1.749032380546123,34.63762196137849,30.83333396911621,0.2,63.132720947265625,31.419754028320312,100.0,0.10098259150981903,7.735279723419808e-06
cent_8d89dc0d3ea6,D,centralized,d_internals,,s5,groknet,adamw,ce,0.55,1000,256,1.0,0.001,456,,,,,,,,,,40000,85.0,275,1300,4275,True,100.0,100.0,40000.0,centralised,init_to_end,0.0,40000.0,0.9231577078737248,0.3856524278327862,0.7716050148010254,0.0,99.9537124633789,0.7716050148010254,100.0,4.787503719329834,7.735279723419808e-06
cent_8f5dfd6e8cc0,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,9150,9150,True,100.0,99.73485469818115,40000.0,centralised,memo_to_end,500.0,40000.0,1.8645976547855754,34.11661743665879,7.613636493682861,0.0,45.15151596069336,7.613636493682861,99.73485565185547,0.10929987579584122,7.423396255035186e-06
cent_8f5dfd6e8cc0,D,centralized,d_internals,,s5,groknet,adamw,ce,0.45,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,9150,9150,True,100.0,99.73485469818115,40000.0,centralised,init_to_end,0.0,40000.0,0.9255065582289266,0.38663488741713137,0.9974747896194458,0.0,99.45707702636719,0.9974747896194458,99.73485565185547,4.78748893737793,7.423396255035186e-06
cent_914b468961be,D,centralized,d_internals,,s5,groknet,adamw,ce,0.5,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,7125,7125,True,100.0,99.97222423553467,40000.0,centralised,memo_to_end,500.0,40000.0,1.8288727846600523,34.69006330779759,16.43055534362793,0.0,56.15277862548828,16.43055534362793,99.97222137451172,0.10543331503868103,7.41410804039333e-06
cent_914b468961be,D,centralized,d_internals,,s5,groknet,adamw,ce,0.5,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,7125,7125,True,100.0,99.97222423553467,40000.0,centralised,init_to_end,0.0,40000.0,0.9255255868180035,0.3866427219238751,1.0416667461395264,0.0,99.90277862548828,1.0416667461395264,99.97222137451172,4.787490367889404,7.41410804039333e-06
cent_96323e9bee6a,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.15,1000,256,1.0,0.001,123,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,10.326797515153885,500000.0,centralised,init_to_end,0.0,500000.0,0.9388976295334035,0.39222538923952455,0.9068627953529358,0.0,9.910131454467773,0.9068627953529358,10.326797485351562,4.787536144256592,5.17913304065587e-06
cent_988957b6ccb1,D,centralized,d_internals,,s5,groknet,adamw,ce,0.35,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,16675,16675,True,100.0,97.47863411903381,40000.0,centralised,memo_to_end,500.0,40000.0,1.8837052814698836,36.160488109791,2.126068353652954,0.0,31.260684967041016,2.126068353652954,97.4786376953125,0.10417888313531876,6.949519956833683e-06
cent_988957b6ccb1,D,centralized,d_internals,,s5,groknet,adamw,ce,0.35,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,16675,16675,True,100.0,97.47863411903381,40000.0,centralised,init_to_end,0.0,40000.0,0.9297780169201362,0.38841849749828083,0.8547009229660034,0.0,96.2286376953125,0.8547009229660034,97.4786376953125,4.78749942779541,6.949519956833683e-06
cent_98be02f410d1,D,centralized,d_internals,,s5,groknet,adamw,ce,0.55,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,1650,5500,True,100.0,100.0,40000.0,centralised,memo_to_end,500.0,40000.0,1.7547439112453502,33.86075923566729,25.416669845581055,0.0,61.296295166015625,25.416669845581055,100.0,0.10363717377185822,7.514111985074123e-06
cent_98be02f410d1,D,centralized,d_internals,,s5,groknet,adamw,ce,0.55,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,1650,5500,True,100.0,100.0,40000.0,centralised,init_to_end,0.0,40000.0,0.924411808266405,0.3861777737341009,1.0185185670852661,0.0,99.98457336425781,1.0185185670852661,100.0,4.7874860763549805,7.514111985074123e-06
cent_9a106ad8348b,D,centralized,d_internals,,s5,groknet,adamw,ce,0.375,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,15325,15325,True,100.0,98.77777695655823,40000.0,centralised,memo_to_end,500.0,40000.0,1.9235338115802734,36.405050909928065,3.1222221851348877,0.0,34.0,3.1222221851348877,98.77777862548828,0.10566696524620056,7.0422611315734684e-06
cent_9a106ad8348b,D,centralized,d_internals,,s5,groknet,adamw,ce,0.375,1000,256,1.0,0.001,123,,,,,,,,,,40000,85.0,250,15325,15325,True,100.0,98.77777695655823,40000.0,centralised,init_to_end,0.0,40000.0,0.9276139113389945,0.3875143490079913,0.8444444537162781,0.0,98.16667175292969,0.8444444537162781,98.77777862548828,4.787500381469727,7.0422611315734684e-06
cent_9be88e935da0,D,centralized,d_internals,,s5,groknet,adamw,ce,0.425,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,10475,10475,True,100.0,99.39613342285156,40000.0,centralised,memo_to_end,500.0,40000.0,1.9374608918556988,35.422200325165825,4.758454322814941,0.0,39.50482940673828,4.758454322814941,99.39613342285156,0.1093851700425148,7.2942352744576056e-06
cent_9be88e935da0,D,centralized,d_internals,,s5,groknet,adamw,ce,0.425,1000,256,1.0,0.001,1011,,,,,,,,,,40000,85.0,275,10475,10475,True,100.0,99.39613342285156,40000.0,centralised,init_to_end,0.0,40000.0,0.9278403333968983,0.38760968943085555,1.002415418624878,0.0,98.94927215576172,1.002415418624878,99.39613342285156,4.7874908447265625,7.2942352744576056e-06
cent_9e329528f1cd,D,centralized,d_internals,,s5,groknet,adamw,ce,0.25,1000,256,1.0,0.001,1011,,,,,,,,,,150000,85.0,225,39575,39575,True,100.0,88.69444131851196,150000.0,centralised,init_to_end,0.0,150000.0,0.9323351939381155,0.38948718081560313,0.9907407760620117,0.0,86.39814758300781,0.9907407760620117,88.69444274902344,4.787495136260986,6.1724381339445245e-06
cent_a02c1a588b19,D,centralized,aggregation,cent_reduced,s5,groknet,adamw,ce,0.015,1000,256,1.0,0.001,456,,,,,,,,,,500000,85.0,1000,inf,inf,False,100.0,0.05640158196911216,500000.0,centralised,init_to_end,0.0,500000.0,0.9252052078591078,0.3864991191950185,0.03525099158287048,0.30000000000000004,0.03525099158287048,0.7614213228225708,0.056401580572128296,4.787448406219482,0.00017030704475473613
cent_a1ce4e98eb2b,D,centralized,d_internals,,s5,groknet,adamw,ce,0.3,1000,256,1.0,0.001,789,,,,,,,,,,40000,85.0,225,20650,20650,True,100.0,96.23016119003296,40000.0,centralised,init_to_end,0.0,40000.0,0.9292132715122992,0.3881834547504455,0.8234127163887024,0.0,94.96031951904297,0.8234127163887024,96.23016357421875,4.78748893737793,6.5632207224552985e-06
