setup,metric,n_runs,median_lead_frac_delay,frac_runs_leading
B,w_WK_row_gini,56,-1.2357593155465496,0.19642857142857142
B,w_WK_row_pr,56,-1.1698257080610022,0.2857142857142857
B,w_WK_spec,56,-2.1574165710565745,0.42857142857142855
B,w_WK_stable_rank,56,-2.0110915809477294,0.08928571428571429
B,w_WK_sv_gini,56,-1.3637544017845808,0.08928571428571429
B,w_WO_cos_init,56,-0.7400542138484488,0.14285714285714285
B,w_WO_dist_init,56,-1.3453159041394334,0.26785714285714285
B,w_WO_eff_rank,56,-1.1535657721119126,0.17857142857142858
B,w_WO_entry_gini,56,-2.4038820455393806,0.17857142857142858
B,w_WO_fro,56,-2.4038820455393806,0.23214285714285715
B,w_WO_rel_dist_init,56,-1.3453159041394334,0.26785714285714285
B,w_WO_row_gini,56,-3.0116514690982776,0.05357142857142857
B,w_WO_row_pr,56,-3.067295781960869,0.05357142857142857
B,w_WO_spec,56,-1.1535657721119126,0.14285714285714285
B,w_WO_stable_rank,56,-1.1535657721119126,0.25
B,w_WO_sv_gini,56,-1.1535657721119126,0.19642857142857142
B,w_WQ_cos_init,56,-0.6945658571711457,0.39285714285714285
B,w_WQ_dist_init,56,-2.6390092879256963,0.375
B,w_WQ_eff_rank,56,-1.760595122066761,0.07142857142857142
B,w_WQ_entry_gini,56,-2.244199391848568,0.10714285714285714
B,w_WQ_fro,56,-1.914717348927875,0.375
B,w_WQ_rel_dist_init,56,-2.6390092879256963,0.375
B,w_WQ_row_gini,56,-1.9097011246210394,0.32142857142857145
B,w_WQ_row_pr,56,-1.9790837720070238,0.26785714285714285
B,w_WQ_spec,56,-1.914717348927875,0.4107142857142857
B,w_WQ_stable_rank,56,-1.760595122066761,0.14285714285714285
B,w_WQ_sv_gini,56,-1.760595122066761,0.07142857142857142
B,w_WU_cos_init,56,-1.1535657721119126,0.32142857142857145
B,w_WU_dist_init,56,-1.4371008939974457,0.25
B,w_WU_eff_rank,56,-1.1535657721119126,0.25
B,w_WU_entry_gini,56,-2.681719496309162,0.21428571428571427
B,w_WU_fro,56,-1.7692359702501692,0.26785714285714285
B,w_WU_rel_dist_init,56,-1.4371008939974457,0.25
B,w_WU_row_gini,56,-2.4038820455393806,0.2857142857142857
B,w_WU_row_pr,56,-2.4038820455393806,0.32142857142857145
B,w_WU_spec,56,-1.4371008939974457,0.23214285714285715
B,w_WU_stable_rank,56,-1.9150906225374311,0.35714285714285715
B,w_WU_sv_gini,56,-1.9150906225374311,0.25
B,w_WV_cos_init,56,-1.1535657721119126,0.16071428571428573
B,w_WV_dist_init,56,-1.3453159041394334,0.2857142857142857
B,w_WV_eff_rank,56,-1.1535657721119126,0.23214285714285715
B,w_WV_entry_gini,56,-2.4038820455393806,0.17857142857142858
B,w_WV_fro,56,-2.325388564427671,0.25
B,w_WV_rel_dist_init,56,-1.3453159041394334,0.2857142857142857
B,w_WV_row_gini,56,-2.4038820455393806,0.10714285714285714
B,w_WV_row_pr,56,-2.4038820455393806,0.08928571428571429
B,w_WV_spec,56,-1.3453159041394334,0.14285714285714285
B,w_WV_stable_rank,56,-1.1535657721119126,0.16071428571428573
B,w_WV_sv_gini,56,-1.1535657721119126,0.30357142857142855
B,w_Win_cos_init,56,-1.1535657721119126,0.30357142857142855
B,w_Win_dist_init,56,-1.5553999377528789,0.30357142857142855
B,w_Win_eff_rank,56,-1.1535657721119126,0.10714285714285714
B,w_Win_entry_gini,56,-1.5553999377528789,0.14285714285714285
B,w_Win_fro,56,-2.4038820455393806,0.17857142857142858
B,w_Win_rel_dist_init,56,-1.5553999377528789,0.30357142857142855
B,w_Win_row_gini,56,-1.7486293859649122,0.23214285714285715
B,w_Win_row_pr,56,-1.1535657721119126,0.32142857142857145
B,w_Win_spec,56,-1.5553999377528789,0.23214285714285715
B,w_Win_stable_rank,56,-0.6945658571711457,0.39285714285714285
B,w_Win_sv_gini,56,-1.1535657721119126,0.125
B,w_Wout_cos_init,56,-1.1535657721119126,0.375
B,w_Wout_dist_init,56,-2.325388564427671,0.08928571428571429
B,w_Wout_eff_rank,56,-1.1535657721119126,0.10714285714285714
B,w_Wout_entry_gini,56,-2.4038820455393806,0.16071428571428573
B,w_Wout_fro,56,-2.325388564427671,0.10714285714285714
B,w_Wout_rel_dist_init,56,-2.325388564427671,0.08928571428571429
B,w_Wout_row_gini,56,-1.6486228244676155,0.17857142857142858
B,w_Wout_row_pr,56,-1.7449970564874695,0.16071428571428573
B,w_Wout_spec,56,-1.3453159041394334,0.14285714285714285
B,w_Wout_stable_rank,56,-1.1535657721119126,0.4107142857142857
B,w_Wout_sv_gini,56,-1.1535657721119126,0.10714285714285714
B,w_all_cos_init,56,-1.0124143676624622,0.3392857142857143
B,w_all_dist_init,56,-2.043265577507599,0.17857142857142858
B,w_all_norm,56,-1.6888166858819829,0.23214285714285715
B,w_all_rel_dist_init,56,-2.043265577507599,0.17857142857142858
B,w_all_rel_norm,56,-1.6888166858819829,0.23214285714285715
C,add_acc_additive_te,44,-9.910781671159029,0.0
C,add_acc_additive_tr,46,-7.950193754273991,0.0
