setup,axis,family,cell,moment,metric,n,median,q25,q75
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_first_rel_dist,5,1.1879494190216064,1.1669481992721558,1.1886837482452393
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_pred_agree_te,5,1.0,0.9998583197593689,1.0
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_twin_acc_te,5,100.0,100.0,100.0
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_fed_acc_te,5,100.0,99.98583221435547,100.0
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_cka_te,5,0.14932707492849367,0.14346988026832286,0.18429206808748524
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_pred_agree_grid,5,1.0,0.9998937249183655,1.0
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_clock_key_jaccard,5,0.7083333333333334,0.6956521739130435,0.7446808510638298
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,end,tw_clock_energy_cos,5,0.9199450283871047,0.9002341436076986,0.9362835965065254
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_step_gap,5,0.0,0.0,0.0
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_rel_dist,5,0.600589394569397,0.5996005535125732,0.6067264080047607
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_cos,5,0.8510286808013916,0.847809910774231,0.8517331480979919
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_first_rel_dist,5,0.6335469484329224,0.6322864890098572,0.6409912705421448
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_pred_agree_te,5,0.32039111852645874,0.3189740777015686,0.3213830292224884
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_twin_acc_te,5,1.5162250995635986,1.5020546913146973,2.2672524452209473
